Radius,Surfdens_H2,Surfdens_HI,Vrot,V_scatter,sigma_v_hi,sigma_v_h2
1.7167589786553827,16.902538166523087,2.8133615056550028,138.0729857155071,43.4013344106409,14.75314945229758,11.990893846934522
1.7770039775461364,14.742328876803358,2.97332538679143,139.98207440970086,45.15371376851062,12.269779015403882,11.991179523840685
1.8371349987665684,12.144688416403618,3.159847593310048,142.07049577281765,47.09902516217729,10.010074935962903,11.993378580438801
1.8974644195003507,11.58859318385304,3.4105790759737653,143.22716348909537,47.242304755980065,13.105055527321827,12.412544256040086
1.9576751216680575,13.014773330939786,3.6746375616344094,145.22906288888933,46.37105459365389,14.241556510001994,13.040586942834413
2.017842824904449,15.07841179967711,3.9590745655667607,146.57262227669435,45.916731753801955,17.140721088626137,13.550222781263917
2.076404055069757,17.395973730271205,4.277273400199265,147.2899001726345,46.64492132157553,19.988816148000314,13.89020695480307
2.1345715544122967,19.535278252582632,4.593137091644612,147.89010131391598,49.318599318357606,20.78276730463394,14.20553057974393
2.192758147890231,20.815859577217466,4.924758616302918,147.7122617915083,52.10920941911783,21.177609168711992,14.413378413757782
2.2514250033412284,21.479567134449933,5.256499021824326,147.7298808197642,53.664349492012946,19.22134322309245,14.814739287340913
2.310586946480093,21.541740945020987,5.560852700461525,149.79925822802875,54.11088762875302,19.44146405314757,15.027081568310845
2.369200027758794,21.48956833239639,5.864191926268884,150.7927741757216,52.67844236956265,19.908747707458986,15.102039595681488
2.4277628327182357,22.70077812872026,6.147294287786264,153.54203303806398,50.18273712291089,21.409498944958457,15.053669364454882
2.487248887108003,23.385713472020516,6.431491804480462,157.59476054588092,50.318691470838736,21.415036093039514,14.542502819715088
2.546549083562378,23.121528868796574,6.61193956779254,161.56604068087663,51.731628816862276,20.890127650509953,14.073358420217065
2.6058177862132554,22.168006746514443,6.722457623497934,163.81409920697672,52.920347560607325,19.058958737065044,13.811713865953452
2.6657068537629964,22.173646033251995,6.776176177838644,165.90203298906073,54.10685102359586,22.593378344836726,13.700879228805672
2.726425864080406,22.107678926834065,6.785146467939799,168.10678750338212,53.62494600592867,22.557723951063803,13.594921741105855
2.788452106129941,21.760551032874073,6.790272396020512,169.44204429733762,53.01500853022528,22.9840194301209,13.503370576705759
2.850792981657738,22.068261802350953,6.787786302987789,170.2890806618928,52.03690200816958,23.697327083096347,13.797078710659314
2.912358671205158,19.80908042982073,6.72316302119648,171.71162241877587,50.28427788165813,22.71873066181755,14.552799999495548
2.9735255600449992,15.940588405415438,6.5759417359266825,173.412886560747,49.06081753893019,22.93783038630561,14.965381342862893
3.034635584937476,13.32310408411992,6.4785637881461255,175.0485674995361,48.79870158285158,23.05085578413967,15.205528818663721
3.095895482187184,11.517630097966276,6.397833591441479,176.08422929790248,48.17635735972685,23.27073777061895,15.684020744993587
3.157282238324261,9.718092669099466,6.333977660533972,176.3965770211055,47.40892738083492,23.334374066396425,15.207832453601103
3.2188551901199736,8.488499289454218,6.240731132002268,174.9361914408302,47.64028798353819,23.92551326269091,14.921984952202331
3.2803615506739776,7.869370561481314,6.194127778863293,173.64813527190586,48.07006815819814,24.131049235303852,15.315937017194699
3.3418628488056448,6.889408832864162,6.1159152284489,172.80651002094461,49.33489670425564,23.907032452791924,15.3986477009054
3.4031800038435214,6.058945272891863,6.07306333547541,170.92868995104675,50.814203322397915,23.592609116913625,15.196186383905877
3.464334142928143,6.440676233950951,6.066305484694273,170.3863017563407,52.998488274709345,25.255342170156936,15.095441831124113
3.5250525070146193,6.893562660221291,6.070332240576522,168.60933537711676,52.808631579829736,22.71382253770824,14.81665706149121
3.585710298906752,6.510024623746342,6.035119676556582,167.73513647922908,52.26337742214025,20.99186605574089,14.47075290395791
3.646346405459796,6.042404723139716,6.003869923317792,167.86710642122182,52.0917420265974,24.08478123526363,14.197312748355186
3.706979693689721,5.597403802550184,5.972225368311381,168.16671663938268,50.06952914108398,23.828016208766414,14.15608192014056
3.767611799605414,5.832309111954044,5.95291494627598,169.0416978239012,48.4515840185439,23.29260243966927,14.244852039371205
3.828215813147762,6.639954976179127,5.909132093526505,169.83354167136662,47.51941807059567,22.74221631422623,14.050682231868233
3.8888608252122774,7.275938589055372,5.849698049933257,170.97343105912887,46.01186729501165,22.368093562638386,13.908820744907743
3.94946854742321,7.223193603671328,5.787923866345073,172.42423217648704,44.92362792254748,21.682142469257894,13.685701107376058
4.01010807687305,6.10509817478068,5.7183798724136965,173.5713539176731,44.30473124149418,21.486457380183374,13.337300802280227
4.070683353292971,5.542494877722478,5.710149837018603,175.14813345028202,43.461176180233814,22.175448220376403,13.373539033069733
4.131314625213333,5.175167347317633,5.671815970567822,175.77225090190169,43.705420029484166,22.320795860915826,13.39567280524042
4.191925147378977,4.640352141791948,5.601967839267954,176.79170227342806,44.00874774692577,22.228959928203995,13.431049889003996
4.252562402956251,4.200981310099124,5.556663395076325,177.90000578729862,44.20884901485122,22.08709869436919,13.603810897031243
4.313128592814508,3.4521093547071993,5.520045553863577,177.84347603616493,44.453958511860144,21.40107960147839,13.476432150837852
4.3715019287932595,2.3583449846155218,5.4997573880315525,178.22319638204763,44.55442649921882,20.23541224604986,13.313508957374719
4.428623154344984,1.5683468714766888,5.491132001734245,178.7866037766296,43.571269271752314,20.471783929754924,13.14847505260321
4.4855595182462356,1.3382643825087828,5.484649142203114,178.9553454320848,43.1942207869042,21.158866948178517,12.80271412256214
4.542755439412755,0.9875315109898662,5.483228481562975,179.99262938326083,41.00796136012017,25.14519513129935,12.708424993656203
4.600753394304519,0.8320887572117841,5.5288589000388715,181.4524932291293,37.8081441710065,25.51134135899791,12.682932527366928
4.659702623476502,1.1341432363526927,5.588386280068362,182.36424392474783,35.28077763070319,25.724157091600237,12.57153090372724
4.720226965480455,1.4711822699465475,5.659445163018618,183.29435545439551,32.9800011133514,26.354511194947165,12.472052083639108
4.7826758236363816,1.7965003673823783,5.713714181100677,183.95263929261276,31.464201405038725,26.770872663830655,12.337533388857533
4.845489509688469,1.8789086000978021,5.741701888735823,184.51281886237197,31.28740014202778,19.92178740378791,12.294965215980907
4.90709475095764,1.8832236364113244,5.792694933887062,185.02993696854472,30.767887143752656,19.35016501242564,12.447523713646031
4.968374356105394,1.820962641685283,5.828971058277166,185.57913292526652,29.63779137447574,19.347890339336217,12.596814606022676
5.029422286704622,2.1979813079961708,5.828269245901215,185.50895596658904,28.517665367975365,19.80243671389931,12.61285224846787
5.090410574336251,2.1989587444214216,5.796430339152697,185.4168766047071,27.421918105516585,20.076250658669718,12.592888391348325
5.151261019301303,1.9829837197974567,5.778626131947094,185.61284077106,26.29288614196464,20.593882953122172,12.827385761459851
5.21212883854171,1.9491768069463777,5.751202818502228,185.78954593303632,25.828757823261608,20.546102098994144,12.83195084023963
5.273220827783585,1.4715540802219622,5.7563236702505325,186.2801856159103,24.960219015113864,20.5943629300674,12.899949001402803
5.33465652627271,1.3708524326548475,5.8005046759964225,186.74303489220537,24.301833360471687,20.330323966392548,13.093220696009656
5.396272834837958,1.4849138767312804,5.812018960444542,186.7208311875886,23.27870650041982,19.800237876623754,13.096028918907706
5.45794357449856,1.849316197351276,5.849420591217367,186.71306376023304,23.01444773767482,19.25237907134384,12.885984990038944
5.519651349647964,1.9969247020617487,5.874262765182673,186.50105221094287,22.752721403740054,19.159710739947336,12.754304323036294
5.5812086650870025,2.0146358279984535,5.867834415939018,186.36977315720057,22.67640531563441,19.526498572312267,12.748954020668531
5.642462595509825,2.124437500205531,5.835505795380998,186.36869715573553,23.898516873122265,19.926622637328972,12.587405587412974
5.703326408862288,2.0865264766030744,5.80584896688001,186.44785722688704,24.56508460522384,20.644479553408495,12.529798800883027
5.76404722946796,2.4443795607634966,5.728584730907639,186.86241549741737,25.72387354669588,21.227388235717708,12.397546093768034
5.824668672547622,2.4657151627405764,5.5988219977977245,187.0493771147411,27.5411207746964,20.954628938264715,12.131427019483173
5.885331103773921,2.4291504120189424,5.438916774399458,187.39986699491703,28.40428942385026,20.88538237041096,11.936965853649006
5.9459900600687785,2.137644397773191,5.226935721284746,187.5429576645377,29.642949655816818,20.778527510590212,11.736866188754671
6.006662907915547,1.6261905743783756,4.975845244585615,187.22266042259935,30.946439412941153,20.82124122503887,11.563979823267937
6.0673161444854555,1.316589156688028,4.726181098056228,186.5512216312706,33.05763087092458,21.566173274167408,11.510334497059079
6.127946836209353,0.9694430605210719,4.4870839664418085,185.9650009550878,34.12850711938168,22.315490257319027,11.524488870289488
6.188581686738331,0.7204964049665905,4.247529195445784,185.67811572469145,35.870222989848195,22.995677822550444,11.48714090227188
6.249203974224086,0.1085666979364994,4.031459025330401,185.9099629496087,37.610121912344844,23.677856134591934,11.459168099078678
